dataset_id,term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high
37,treat,Treatment - Control,-0.00217885678438722,0.00117667584833095,-1.85170519772103,0.0640681672382867,3.96424846904084,-0.004485099068594,0.000127385499819559
38,treat,Treatment - Control,-0.000959346286683573,0.00116078969899244,-0.8264600276142,0.408543183992654,1.2914395121364,-0.00323445229033385,0.00131575971696671
39,treat,Treatment - Control,-0.00124958243180985,0.00117123928162495,-1.06688910747273,0.286021914092818,1.80580240892611,-0.00354516924107332,0.00104600437745362
40,treat,Treatment - Control,-0.00058195606217273,0.00113182114120187,-0.514176702473289,0.607128454667444,0.719926304427066,-0.00280028473586941,0.00163637261152395
41,treat,Treatment - Control,-0.000585838225695533,0.00116816877144753,-0.50150135837786,0.616018322085023,0.698954833596895,-0.0028754069455971,0.00170373049420603
42,treat,Treatment - Control,-0.00121873949983137,0.00116769585870953,-1.04371313021376,0.29661813314453,1.75332129818034,-0.00350738132779863,0.00106990232813589
43,treat,Treatment - Control,-0.000292312037883474,0.00115957550443814,-0.25208538535411,0.800975066062859,0.32017076190051,-0.00256503826393709,0.00198041418817014
44,treat,Treatment - Control,0.00176431632913778,0.00117330014582479,1.50372122207275,0.132653162524103,2.91426902427023,-0.000535309699734393,0.00406394235800996
45,treat,Treatment - Control,-4.04162327974078e-05,0.00114210387947976,-0.0353875278103581,0.971770729849604,0.0413121163699868,-0.00227889870318121,0.00219806623758639
46,treat,Treatment - Control,-0.000909945082406004,0.00114736263690014,-0.793075400175507,0.42773389425739,1.22521456188499,-0.00315873452793719,0.00133884436312518
47,treat,Treatment - Control,-0.00128428211251903,0.0011331526664551,-1.13337077212792,0.257058582789132,1.95983091263533,-0.00350522052775654,0.000936656302718488
48,treat,Treatment - Control,0.00113100482585446,0.00118803044812004,0.951999864687125,0.341097050505162,1.55174581498727,-0.0011974920649978,0.00345950171670672
49,treat,Treatment - Control,-0.000294080152451002,0.00118914363958769,-0.247304146160988,0.804672850259687,0.313525738044077,-0.00262475885848774,0.00203659855358574
50,treat,Treatment - Control,-0.000144056613631368,0.00116753202475331,-0.123385577934623,0.901801776947262,0.149117742163563,-0.00243237733294498,0.00214426410568225
51,treat,Treatment - Control,-0.00101906034086421,0.00120774005234145,-0.843774567953224,0.39879538955717,1.32627936394126,-0.00338618734613997,0.00134806666441155
52,treat,Treatment - Control,-0.000588379865038423,0.00117337647345842,-0.501441675666318,0.616060315557777,0.698856489590165,-0.00288815549332354,0.00171139576324669
53,treat,Treatment - Control,-0.00198805804828741,0.00119971371487329,-1.65711037861843,0.0974971612081806,3.35849597676379,-0.00433945372119782,0.000363337624622998
54,treat,Treatment - Control,0.00129209220536517,0.00117094250780602,1.10346340384051,0.269825975611267,1.88989885452674,-0.00100291293790164,0.00358709734863199
55,treat,Treatment - Control,0.00329200124446777,0.00116177316168355,2.83360070024104,0.00460268037737848,7.76331002328241,0.00101496768936278,0.00556903479957277
56,treat,Treatment - Control,-0.000530851864351478,0.00120390703094211,-0.440940912136763,0.659255774255847,0.601089792538455,-0.00289046628573257,0.00182876255702961
57,treat,Treatment - Control,0.00149890610332488,0.00114582423851125,1.30814661878019,0.190823583847252,2.3896886101432,-0.000746868136770202,0.00374468034341996
58,treat,Treatment - Control,0.000489552379109089,0.00116619785925848,0.419785009226795,0.674642516995106,0.567804852835633,-0.00179615342388524,0.00277525818210342
59,treat,Treatment - Control,-0.000341628155576798,0.00117013903745109,-0.291955181942279,0.770320891365448,0.376468542659872,-0.00263505852588531,0.00195180221473171
60,treat,Treatment - Control,2.15968099863614e-05,0.00111813304218067,0.019315062851771,0.984589767752395,0.0224053482960783,-0.00216990368261195,0.00221309730258467
61,treat,Treatment - Control,0.000119811361218126,0.00116157428676587,0.103145672716045,0.917847356720875,0.123673849758669,-0.00215683240621078,0.00239645512864703
62,treat,Treatment - Control,-0.000666958260905012,0.00118651795852637,-0.562113920073625,0.574038404806622,0.800780834344249,-0.00299249072662668,0.00165857420481666
63,treat,Treatment - Control,1.57290268916963e-05,0.00119888121688027,0.0131197542093672,0.989532250974377,0.0151813663285112,-0.00233403497993519,0.00236549303371858
64,treat,Treatment - Control,-0.00137158180499574,0.00117520621318233,-1.16709883730248,0.243170457361582,2.03996012764713,-0.00367494365724079,0.00093178004724932
65,treat,Treatment - Control,-0.000209429238667794,0.0011800153624177,-0.177480095037662,0.859131298893955,0.219049463188551,-0.00252221685021046,0.00210335837287487
66,treat,Treatment - Control,0.00176903408060029,0.0011677370056682,1.51492508331362,0.129791377355951,2.9457335532993,-0.000519688393924018,0.0040577565551246
67,treat,Treatment - Control,-0.000244194025483549,0.00114752410749197,-0.212800780296686,0.831482355094848,0.266242446512835,-0.00249329994755927,0.00200491189659217
68,treat,Treatment - Control,0.000754348819310913,0.00117806139164072,0.640330652259394,0.521957656989097,0.937995319758135,-0.00155460907988204,0.00306330671850386
69,treat,Treatment - Control,0.00139003938081107,0.00118527487251101,1.1727569807215,0.240893274017995,2.05353398224227,-0.000933056681090813,0.00371313544271295
70,treat,Treatment - Control,-0.000215276975887441,0.00115894298389248,-0.185752861770992,0.852638571936162,0.22999377300998,-0.00248676348445208,0.0020562095326772
71,treat,Treatment - Control,0.000172288583300109,0.00120203866173677,0.143330317721377,0.886029312941921,0.174573665930556,-0.00218366390172868,0.00252824106832889
72,treat,Treatment - Control,0.000783059691968058,0.0011683113781716,0.670249136145143,0.502698985562576,0.99223331718354,-0.00150678853197664,0.00307290791591276
73,treat,Treatment - Control,4.03980309440048e-05,0.00119175102059713,0.0338980460228709,0.972958451342081,0.0395498965845546,-0.00229539104796522,0.00237618710985323
74,treat,Treatment - Control,-0.000823931998882706,0.00118799900292225,-0.69354603569194,0.487966946140821,1.03514466893072,-0.00315236725827982,0.0015045032605144
75,treat,Treatment - Control,-0.000520089199327861,0.00116493016587756,-0.446455259346873,0.6552684240017,0.609842081904507,-0.00280331036895215,0.00176313197029642
76,treat,Treatment - Control,0.00103275361841467,0.00115094351054786,0.897310431789188,0.369553291543612,1.43614567124145,-0.00122305421049924,0.00328856144732858
77,treat,Treatment - Control,-0.000693495744893427,0.00119760608744063,-0.579068319847537,0.562543075215042,0.829964523855827,-0.00304076054394299,0.00165376905415613
78,treat,Treatment - Control,-0.000867177716820492,0.00118436479380778,-0.732188022942223,0.464053813646563,1.10763597880323,-0.00318849005724095,0.00145413462359996
79,treat,Treatment - Control,-0.00157368025178786,0.00115957131627288,-1.35712243801098,0.174742310061247,2.51669912701549,-0.00384639826918842,0.000699037765612694
80,treat,Treatment - Control,0.00156055569988289,0.00117219808811932,1.33130715337256,0.183087965428837,2.44939113055027,-0.000736910335577695,0.00385802173534347
81,treat,Treatment - Control,-0.000664283328604892,0.00118458828261836,-0.560771483520493,0.574953328994683,0.798483242761899,-0.00298603369904503,0.00165746704183525
82,treat,Treatment - Control,0.000374538531880349,0.00119500634748359,0.313419700798278,0.753961818611234,0.407436629079047,-0.00196763087048424,0.00271670793424494
83,treat,Treatment - Control,0.00250657640105051,0.00114876927750588,2.18196677969366,0.0291119845822581,5.10224299753533,0.000255029990592892,0.00475812281150813
84,treat,Treatment - Control,-0.000729614896702455,0.00117027248931119,-0.623457274580472,0.532984070527955,0.907835679564723,-0.00302330682785041,0.0015640770344455
85,treat,Treatment - Control,0.000147229320367249,0.00118525883156287,0.124217020322147,0.901143446340528,0.150171318646689,-0.00217583530185399,0.00247029394258849
86,treat,Treatment - Control,0.00125592902571456,0.00114534638785622,1.0965495146541,0.272838367089677,1.87388156152978,-0.00098890864430667,0.00350076669573579
87,treat,Treatment - Control,-3.61628259833852e-07,0.00119308201266904,-0.000303104276146829,0.999758157781452,0.000348946766107549,-0.00233875940369371,0.00233803614717404
88,treat,Treatment - Control,0.00137947512629376,0.00117923977823997,1.16980036778665,0.24208131563421,2.04643636161452,-0.000931792368193573,0.00369074262078109
89,treat,Treatment - Control,-0.00319911441296729,0.00117153069606194,-2.73071326574796,0.00631974291691328,7.30591841297459,-0.00549527238403184,-0.00090295644190274
90,treat,Treatment - Control,-0.0012872500701081,0.00117328771507206,-1.09713078350014,0.272584225163974,1.8752260211383,-0.00358685173515263,0.00101235159493643
91,treat,Treatment - Control,0.000604391053708984,0.00116021436590412,0.520930503422963,0.602415185113727,0.731169958323478,-0.00166958731780906,0.00287836942522703
92,treat,Treatment - Control,-0.00153391290598385,0.00117962439103083,-1.30034010626334,0.193484427876053,2.36971063564958,-0.00384593422768926,0.000778108415721567
93,treat,Treatment - Control,0.000898670587082984,0.00118808668481765,0.756401530769543,0.44940849048942,1.15390071386916,-0.0014299365256712,0.00322727769983717
94,treat,Treatment - Control,-0.00109982083618961,0.00115165043434673,-0.954995373065162,0.339580036825043,1.55817644642062,-0.00335701421028911,0.00115737253790989
95,treat,Treatment - Control,-0.00103785535116746,0.00114872804803035,-0.903482206207994,0.366270027817867,1.44902044595034,-0.00328932095333794,0.00121361025100302
96,treat,Treatment - Control,0.000287874947839221,0.00117344738444243,0.24532412075383,0.806205476627851,0.31078051130516,-0.00201203966342067,0.00258778955909911
97,treat,Treatment - Control,-0.000135336437408907,0.00117086623998931,-0.115586591180683,0.907980190358365,0.139267272683405,-0.00243019209850179,0.00215951922368397
98,treat,Treatment - Control,0.000431254424840034,0.00119625646513499,0.360503317983212,0.718470775814315,0.476998619408958,-0.00191336516309775,0.00277587401277782
99,treat,Treatment - Control,-0.00121157720812776,0.00117523842735961,-1.03092034766918,0.302578173818153,1.72462017098103,-0.00351500219900009,0.00109184778274457
100,treat,Treatment - Control,0.000232103873952241,0.00117082391028288,0.198239779623363,0.842857465394735,0.246639415504638,-0.00206266882244055,0.00252687657034503
101,treat,Treatment - Control,0.00137647263648013,0.00116616760449972,1.18033859898777,0.237865572110956,2.07178161900107,-0.000909173868276677,0.00366211914123694
102,treat,Treatment - Control,0.000919935089199301,0.00121075231789207,0.759804524513254,0.447371438012159,1.16045494299094,-0.00145309584806754,0.00329296602646614
103,treat,Treatment - Control,-4.50912785670242e-05,0.00115890995756738,-0.0389083537272157,0.968963456302587,0.0454858383338944,-0.00231651305672393,0.00222633049958988
104,treat,Treatment - Control,-0.001409492194537,0.00119427187654548,-1.18021048826341,0.237916508601463,2.07147271361974,-0.00375022206031519,0.000931237671241201
105,treat,Treatment - Control,-0.000574019727725118,0.00118515633387284,-0.484340935722248,0.628143928559312,0.670832928719867,-0.0028968834581654,0.00174884400271517
106,treat,Treatment - Control,0.000418924359009462,0.00118538061417098,0.35340915314567,0.723781724783073,0.46637341422539,-0.00190437895273764,0.00274222767075656
107,treat,Treatment - Control,0.000599108737950813,0.00113470993843126,0.52798404037871,0.59751041307635,0.742964239094889,-0.00162488187427411,0.00282309935017574
108,treat,Treatment - Control,-0.000561750398471079,0.00115237775947004,-0.487470704684044,0.625924798419408,0.675938759557833,-0.00282036930361731,0.00169686850667515
109,treat,Treatment - Control,0.00254918277408534,0.00114212642568108,2.23196199366913,0.0256174749645127,5.28672790908745,0.000310656113958961,0.00478770943421173
110,treat,Treatment - Control,-0.000438570560171842,0.00117420700601122,-0.373503613865893,0.70877365615294,0.496603112388071,-0.00273997400234845,0.00186283288200476
111,treat,Treatment - Control,-0.00140696743893789,0.00119705440863846,-1.17535796934927,0.239851531414848,2.05978644393436,-0.00375315096740415,0.000939216089528377
112,treat,Treatment - Control,-0.000869265163057412,0.00117728514643902,-0.738364164099678,0.460293185067675,1.11937501218186,-0.00317670164961185,0.00143817132349702
113,treat,Treatment - Control,-0.00010528024323939,0.00118914886204282,-0.0885341159546086,0.929452170178532,0.105547469249529,-0.0024359691851001,0.00222540869862132
114,treat,Treatment - Control,-0.00147581922125097,0.00117015595672773,-1.26121583432179,0.207231095236352,2.27068759776349,-0.00376928275273233,0.000817644310230384
115,treat,Treatment - Control,0.0014654636420853,0.00116871456264332,1.25391065442943,0.209874481984899,2.25240133060053,-0.000825174808903095,0.00375610209307369
116,treat,Treatment - Control,0.00105032099947093,0.00119061125931512,0.882169550517369,0.377685125570009,1.40474412786582,-0.00128323418837457,0.00338387618731644
117,treat,Treatment - Control,-0.000939779494714358,0.00117808059792738,-0.797720882907103,0.425032482506335,1.23435499349569,-0.00324877503753744,0.00136921604810872
118,treat,Treatment - Control,-0.000263381212372286,0.00115028384456509,-0.228970626351679,0.818891746445291,0.28825534776955,-0.00251789611971814,0.00199113369497356
119,treat,Treatment - Control,0.00247999999999835,0.00115082105846056,2.15498315899417,0.0311631521073873,5.00401502249516,0.000224432172765391,0.00473556782723131
120,treat,Treatment - Control,0.000132822476718163,0.00118524544530252,0.112063266933088,0.910773242658034,0.13483618730787,-0.00219021590891492,0.00245586086235124
121,treat,Treatment - Control,0.00180206759779367,0.00117175967262077,1.53791570054903,0.124069227883607,3.01078275770066,-0.000494539159079478,0.00409867435466682
122,treat,Treatment - Control,-0.000897355062265542,0.00116744868038465,-0.768646260296327,0.442103335304774,1.17754447661097,-0.00318551242961827,0.00139080230508718
123,treat,Treatment - Control,-0.00115664574516225,0.00114064417662816,-1.01402853656027,0.310569135793926,1.68701363235319,-0.00339226725052879,0.00107897576020429
124,treat,Treatment - Control,-0.0016183085789714,0.00116205716879452,-1.39262389358192,0.163733553781694,2.61057809247651,-0.00389589877778524,0.000659281619842434
125,treat,Treatment - Control,0.000963498460692696,0.00117037818027801,0.823236862177172,0.410373310258364,1.28499119047753,-0.00133040062094373,0.00325739754232912
126,treat,Treatment - Control,0.00174206619622292,0.00113790656523231,1.53093957751028,0.125784326580313,2.99097592921694,-0.000488189689404076,0.00397232208184992
127,treat,Treatment - Control,-0.00204906480831882,0.001166124177405,-1.75715832672181,0.0788908262339467,3.66399864259391,-0.00433462619753402,0.000236496580896375
128,treat,Treatment - Control,0.00164994047771284,0.00115883373699832,1.423793962011,0.154506124082954,2.69426407223339,-0.000621331910873821,0.00392121286629951
129,treat,Treatment - Control,-0.000735246617219066,0.00117142726782466,-0.627650249754232,0.530233082874032,0.915301407689905,-0.00303120187266356,0.00156070863822542
130,treat,Treatment - Control,0.000585517103531771,0.00118004508099931,0.496181978942646,0.619766024285306,0.690204426666405,-0.00172732875536052,0.00289836296242406
131,treat,Treatment - Control,5.5664096989573e-06,0.00116488895753477,0.00477848954009948,0.996187331481724,0.0055110305188068,-0.00227757399305761,0.00228870681245552
132,treat,Treatment - Control,-5.10676300603946e-05,0.00116426909327587,-0.0438623943170279,0.9650140914219,0.051378085692071,-0.0023329931211942,0.00223085786107341
133,treat,Treatment - Control,-0.00102300888936845,0.0011716827243325,-0.873110841462004,0.382602665181842,1.38608117146148,-0.00331946483036793,0.00127344705163104
134,treat,Treatment - Control,0.000482133937817514,0.00118606125890552,0.406500030413622,0.684375234634314,0.547140540665983,-0.00184250341309555,0.00280677128873058
135,treat,Treatment - Control,0.00118928475713837,0.00116694552114694,1.0191433409586,0.308134920712086,1.69836590363869,-0.00109788643622995,0.0034764559505067
136,treat,Treatment - Control,-0.000376072676020259,0.00120390707550776,-0.312376830131717,0.754754156866122,0.405921297373536,-0.0027356871847484,0.00198354183270789
137,treat,Treatment - Control,-4.52229105484675e-05,0.0011589079037935,-0.0390220054591376,0.968872844154086,0.0456207575707268,-0.00231664066338253,0.0022261948422856
138,treat,Treatment - Control,0.00170317769285561,0.00117448789103908,1.45014495751743,0.147018100449834,2.76593430838599,-0.000598776273859399,0.00400513165957062
139,treat,Treatment - Control,-0.00193665357186903,0.00114862978524514,-1.68605550434661,0.0917851091833388,3.4455960737163,-0.00418792658251948,0.000314619438781413
140,treat,Treatment - Control,-6.55194274493259e-05,0.00115556884345999,-0.0566988525349547,0.954785088091487,0.0667520604162054,-0.0023303927422875,0.00219935388738885
141,treat,Treatment - Control,0.00166716482083957,0.00121511231836942,1.37202528164373,0.170055567657066,2.5559218539122,-0.000714411560335464,0.00404874120201459
142,treat,Treatment - Control,0.00110104211590648,0.00117432422388691,0.937596358407842,0.348451883534009,1.52096864160413,-0.00120059106908481,0.00340267530089778
143,treat,Treatment - Control,0.000558376815761246,0.00121609793594004,0.459154480292432,0.646123236094611,0.630118736243406,-0.00182513134035472,0.00294188497187721
144,treat,Treatment - Control,0.000130480521921963,0.00116885897556563,0.111630679705241,0.911116245164923,0.134292962238671,-0.00216044097319305,0.00242140201703697
145,treat,Treatment - Control,0.00034496403950425,0.00117739866323401,0.292988305725372,0.769531090348147,0.377948479854355,-0.00196269493588001,0.00265262301488851
146,treat,Treatment - Control,-0.00182466740190872,0.0011824411086656,-1.54313596553479,0.122797790002821,3.02564349819117,-0.00414220938873291,0.000492874584915465
147,treat,Treatment - Control,-0.000804120804120369,0.00118717268597225,-0.677341058821469,0.498189585721857,1.00523323144685,-0.00313093651205566,0.00152269490381492
148,treat,Treatment - Control,-0.000117504192518728,0.00114278708051716,-0.102822471939001,0.918103869764161,0.123270712581011,-0.00235732571233003,0.00212231732729257
149,treat,Treatment - Control,0.000554359425342779,0.00114883138395821,0.482542027562634,0.629420950315444,0.667902895257745,-0.00169730871152461,0.00280602756221017
150,treat,Treatment - Control,6.19392253702542e-05,0.00116090304143221,0.0533543484336466,0.957449578042132,0.0627315821828974,-0.00221338892537988,0.00233726737612039
151,treat,Treatment - Control,0.00137877207895854,0.00118255477286586,1.16592661126145,0.243644118666342,2.03715269720142,-0.000938992685604479,0.00369653684352156
152,treat,Treatment - Control,0.000238489600381454,0.00121732459990232,0.195912906385521,0.844678335189926,0.243526046481938,-0.00214742277292172,0.00262440197368463
153,treat,Treatment - Control,-0.00116450857065744,0.00118374793110777,-0.98374707997815,0.325239885065935,1.62042390494546,-0.00348461188240247,0.00115559474108758
154,treat,Treatment - Control,0.000398907788324736,0.00116815024835532,0.341486712763509,0.732737206054026,0.448632221905742,-0.00189062462698322,0.00268844020363269
155,treat,Treatment - Control,-0.000487314046633113,0.00117574374624211,-0.414473007567047,0.678527731111857,0.559520315764975,-0.00279172944431584,0.00181710135104962
156,treat,Treatment - Control,-0.000673569333944839,0.00116339948956146,-0.578966502898106,0.562611775589741,0.829788345990287,-0.00295379043311758,0.0016066517652279
157,treat,Treatment - Control,0.000255206449407817,0.00116555224563347,0.218957537393885,0.826683125376881,0.274593656726064,-0.00202923397413356,0.0025396468729492
158,treat,Treatment - Control,-0.000948864097163115,0.00116950249408575,-0.811339951784268,0.417170472819361,1.26129104686814,-0.00324104686540096,0.00134331867107473
159,treat,Treatment - Control,0.000985366850343623,0.00115570961908327,0.852607639560216,0.393876924628437,1.34418319608538,-0.00127978237964609,0.00325051608033334
160,treat,Treatment - Control,7.60644528572003e-05,0.00116289508072681,0.0654095576788061,0.947847914450695,0.0772725027149171,-0.00220316802316615,0.00235529692888055
161,treat,Treatment - Control,0.000283734380286907,0.00118070949016919,0.240308376149537,0.810091202016017,0.303843755668695,-0.00203041369664936,0.00259788245722318
162,treat,Treatment - Control,-0.00186016066965661,0.00114953793524287,-1.61818119491951,0.105623554282436,3.24299650017973,-0.00411321362159517,0.000392892282281953
163,treat,Treatment - Control,-0.000561090102113176,0.00117950049867277,-0.47570145391591,0.634287084980042,0.656792127815015,-0.00287286859925883,0.00175068839503248
164,treat,Treatment - Control,0.00176994702856892,0.0011652402498341,1.51895459225761,0.128773926019831,2.95708758691565,-0.000513881894442378,0.00405377595158021
165,treat,Treatment - Control,0.000367638212318777,0.00120394505932523,0.30536128660624,0.760091003367208,0.395755936532744,-0.0019920507433236,0.00272732716796116
166,treat,Treatment - Control,6.81855901038808e-05,0.0011455289372902,0.0595232367199532,0.952535358061,0.0701554485255099,-0.00217700987023335,0.00231338105044111
167,treat,Treatment - Control,0.00012139581697251,0.00118459300731012,0.102478924173431,0.918376540839655,0.122842304840828,-0.00220036381369332,0.00244315544763834
168,treat,Treatment - Control,-0.000434641738566818,0.001210375794526,-0.359096522363148,0.719522883100835,0.47488752493204,-0.00280693470359683,0.00193765122646319
169,treat,Treatment - Control,0.00257712117356446,0.00117646104624357,2.19057076457667,0.0284828687030062,5.13376173254424,0.00027129989371274,0.00488294245341617
170,treat,Treatment - Control,-0.00239906930171147,0.00115965470331745,-2.06877900365375,0.0385668295772757,4.69649563704476,-0.00467195075471615,-0.00012618784870678
171,treat,Treatment - Control,-0.00122046452302031,0.00117094815501364,-1.04228741280701,0.297278446353143,1.75011322789698,-0.00351548073461066,0.00107455168857004
172,treat,Treatment - Control,0.000205074589755914,0.00119759110761741,0.171239238878374,0.864035654968994,0.210837247561582,-0.00214216084937964,0.00255231002889146
173,treat,Treatment - Control,0.0015362615900598,0.00118230037525619,1.29938349188708,0.193812354109456,2.36726756002506,-0.000781004564350529,0.00385352774447012
174,treat,Treatment - Control,-8.18544954750075e-05,0.00117806928805647,-0.069481902554346,0.944606037505025,0.0822153382992407,-0.00239082787135843,0.00222711888040842
175,treat,Treatment - Control,0.000634665858976317,0.00119066821472928,0.533033343063263,0.59401049941673,0.75143966331826,-0.00169900095942968,0.00296833267738232
176,treat,Treatment - Control,-0.0016403632476831,0.00119671653773502,-1.37071996246308,0.170462269420288,2.55247565032442,-0.0039858845613472,0.000705158065981012
177,treat,Treatment - Control,-0.000814606292302851,0.00116702056153584,-0.698022227843871,0.485163293289852,1.04345769239257,-0.0031019245621308,0.0014727119775251
178,treat,Treatment - Control,-2.58801749499146e-05,0.00119239072402433,-0.0217044416972389,0.982683720646463,0.025200938826925,-0.00236292304953725,0.00231116269963742
179,treat,Treatment - Control,0.00194116535115119,0.00116703688494534,1.6633281914154,0.0962467585275172,3.3771182364567,-0.00034618491197148,0.00422851561427387
180,treat,Treatment - Control,-0.00147984289281443,0.00117532016968689,-1.25909767481372,0.207995054194685,2.26537887120192,-0.00378342809570423,0.000823742310075382
181,treat,Treatment - Control,-0.000701573050794393,0.00117357413186067,-0.597808891443497,0.549967457186732,0.862581841239775,-0.00300173608242917,0.00159858998084038
182,treat,Treatment - Control,-0.00183919814984871,0.00114125080051792,-1.61156351348367,0.107056955785709,3.22354956024253,-0.00407600861619134,0.000397612316493924
183,treat,Treatment - Control,-0.000441400775795207,0.00115419434804002,-0.382431933187651,0.702141007942835,0.510167305053601,-0.00270358012911334,0.00182077857752293
184,treat,Treatment - Control,0.00123137991968175,0.00116132740743493,1.06032107035306,0.288998556673012,1.79086580730289,-0.00104477997314998,0.00350753981251348
