dataset_id,control_prob,treat_prob
2268,0.671375,0.328625
2269,0.604,0.396
2270,0.386375,0.613625
2271,0.386625,0.613375
2272,0.18825,0.81175
2273,0.286,0.714
2274,0.561125,0.438875
2275,0.258625,0.741375
2276,0.776,0.224
2277,0.572125,0.427875
2278,0.75275,0.24725
2279,0.14225,0.85775
2280,0.220125,0.779875
2281,0.693875,0.306125
2282,0.594375,0.405625
2283,0.8405,0.1595
2284,0.867875,0.132125
2285,0.73,0.27
2286,0.290125,0.709875
2287,0.249375,0.750625
2288,0.488,0.512
2289,0.688625,0.311375
2290,0.555375,0.444625
2291,0.5905,0.4095
2292,0.134875,0.865125
2293,0.3055,0.6945
2294,0.327875,0.672125
2295,0.430875,0.569125
2296,0.22825,0.77175
2297,0.694625,0.305375
2298,0.223375,0.776625
2299,0.643125,0.356875
2300,0.828125,0.171875
2301,0.548875,0.451125
2302,0.223,0.777
2303,0.178125,0.821875
2304,0.740375,0.259625
2305,0.902375,0.097625
2306,0.575625,0.424375
2307,0.20625,0.79375
2308,0.7905,0.2095
2309,0.93425,0.06575
2310,0.63925,0.36075
2311,0.907125,0.092875
2312,0.811,0.189
2313,0.8405,0.1595
2314,0.8765,0.1235
2315,0.529125,0.470875
2316,0.516,0.484
2317,0.9465,0.0535
2318,0.674875,0.325125
2319,0.1835,0.8165
2320,0.495125,0.504875
2321,0.18875,0.81125
2322,0.62825,0.37175
2323,0.748125,0.251875
2324,0.647625,0.352375
2325,0.087125,0.912875
2326,0.8685,0.1315
2327,0.252375,0.747625
2328,0.857375,0.142625
2329,0.685875,0.314125
2330,0.420625,0.579375
2331,0.755375,0.244625
2332,0.773375,0.226625
2333,0.4615,0.5385
2334,0.4535,0.5465
2335,0.9225,0.0775
2336,0.601125,0.398875
2337,0.336375,0.663625
2338,0.522375,0.477625
2339,0.6725,0.3275
2340,0.436625,0.563375
2341,0.9815,0.0185
2342,0.93525,0.06475
2343,0.781125,0.218875
2344,0.289375,0.710625
2345,0.055,0.945
2346,0.821375,0.178625
2347,0.60475,0.39525
2348,0.789875,0.210125
2349,0.140875,0.859125
2350,0.823375,0.176625
2351,0.36325,0.63675
2352,0.427375,0.572625
2353,0.358125,0.641875
2354,0.82625,0.17375
2355,0.566,0.434
2356,0.26375,0.73625
2357,0.936875,0.063125
2358,0.759125,0.240875
2359,0.106,0.894
2360,0.8265,0.1735
2361,0.915,0.085
2362,0.699,0.301
2363,0.5375,0.4625
2364,0.694125,0.305875
2365,0.33875,0.66125
2366,0.115625,0.884375
2367,0.47475,0.52525
2368,0.722875,0.277125
2369,0.746875,0.253125
2370,0.34825,0.65175
2371,0.460375,0.539625
2372,0.8855,0.1145
2373,0.622125,0.377875
2374,0.825375,0.174625
2375,0.19025,0.80975
2376,0.360125,0.639875
2377,0.67775,0.32225
2378,0.80225,0.19775
2379,0.73875,0.26125
2380,0.016625,0.983375
2381,0.1435,0.8565
2382,0.69,0.31
2383,0.469625,0.530375
2384,0.05225,0.94775
2385,0.381125,0.618875
2386,0.621375,0.378625
2387,0.706875,0.293125
2388,0.50825,0.49175
2389,0.8965,0.1035
2390,0.136875,0.863125
2391,0.465375,0.534625
2392,0.805,0.195
2393,0.38975,0.61025
2394,0.897125,0.102875
2395,0.57625,0.42375
2396,0.55675,0.44325
2397,0.194625,0.805375
2398,0.255125,0.744875
2399,0.81075,0.18925
2400,0.45175,0.54825
2401,0.713625,0.286375
2402,0.274,0.726
2403,0.256625,0.743375
2404,0.545,0.455
2405,0.155125,0.844875
2406,0.494875,0.505125
2407,0.15525,0.84475
2408,0.57475,0.42525
2409,0.37575,0.62425
2410,0.504125,0.495875
2411,0.51925,0.48075
2412,0.804625,0.195375
2413,0.730375,0.269625
2414,0.539625,0.460375
2415,0.6865,0.3135
2416,0.234375,0.765625
2417,0.50325,0.49675
2418,0.21325,0.78675
2419,0.87375,0.12625
2420,0.59425,0.40575
2421,0.546125,0.453875
2422,0.62025,0.37975
2423,0.7815,0.2185
2424,0.581,0.419
2425,0.3245,0.6755
2426,0.376875,0.623125
2427,0.138125,0.861875
2428,0.318625,0.681375
2429,0.51825,0.48175
2430,0.352125,0.647875
2431,0.29,0.71
2432,0.691375,0.308625
2433,0.269,0.731
2434,0.54325,0.45675
2435,0.543375,0.456625
2436,0.701,0.299
2437,0.3855,0.6145
2438,0.536,0.464
2439,0.50125,0.49875
2440,0.532375,0.467625
2441,0.06425,0.93575
2442,0.395375,0.604625
2443,0.13125,0.86875
2444,0.913,0.087
2445,0.23,0.77
2446,0.082,0.918
2447,0.873125,0.126875
2448,0.60925,0.39075
2449,0.482875,0.517125
2450,0.085125,0.914875
2451,0.719625,0.280375
2452,0.880875,0.119125
2453,0.48425,0.51575
2454,0.04375,0.95625
2455,0.367625,0.632375
2456,0.654,0.346
2457,0.921875,0.078125
2458,0.13225,0.86775
2459,0.3945,0.6055
2460,0.485875,0.514125
2461,0.639625,0.360375
2462,0.463375,0.536625
2463,0.13575,0.86425
2464,0.200375,0.799625
2465,0.220875,0.779125
2466,0.500125,0.499875
2467,0.260625,0.739375
2468,0.691625,0.308375
2469,0.529125,0.470875
2470,0.807875,0.192125
2471,0.41975,0.58025
2472,0.430125,0.569875
2473,0.61675,0.38325
2474,0.6805,0.3195
2475,0.2445,0.7555
2476,0.45375,0.54625
2477,0.795875,0.204125
2478,0.966625,0.033375
2479,0.852125,0.147875
2480,0.40775,0.59225
2481,0.189,0.811
2482,0.23975,0.76025
2483,0.574125,0.425875
2484,0.25725,0.74275
2485,0.274125,0.725875
2486,0.333125,0.666875
2487,0.399875,0.600125
2488,0.804875,0.195125
2489,0.091125,0.908875
2490,0.464625,0.535375
2491,0.329125,0.670875
2492,0.838875,0.161125
2493,0.38525,0.61475
2494,0.628375,0.371625
2495,0.75225,0.24775
2496,0.28075,0.71925
2497,0.441875,0.558125
2498,0.06525,0.93475
2499,0.91125,0.08875
2500,0.548375,0.451625
2501,0.2125,0.7875
2502,0.640625,0.359375
2503,0.75,0.25
2504,0.6625,0.3375
2505,0.827875,0.172125
2506,0.392625,0.607375
2507,0.085875,0.914125
2508,0.223625,0.776375
2509,0.140125,0.859875
2510,0.646,0.354
2511,0.729375,0.270625
2512,0.595625,0.404375
2513,0.025,0.975
2514,0.258875,0.741125
2515,0.652375,0.347625
2516,0.882,0.118
2517,0.207125,0.792875
2518,0.401625,0.598375
2519,0.4305,0.5695
2520,0.364,0.636
2521,0.762,0.238
2522,0.266625,0.733375
2523,0.31475,0.68525
2524,0.14975,0.85025
2525,0.867375,0.132625
2526,0.630625,0.369375
2527,0.1095,0.8905
2528,0.754125,0.245875
2529,0.77725,0.22275
2530,0.294875,0.705125
2531,0.501,0.499
2532,0.1705,0.8295
2533,0.285125,0.714875
2534,0.692875,0.307125
2535,0.78675,0.21325
2536,0.92825,0.07175
2537,0.923875,0.076125
2538,0.26175,0.73825
2539,0.77525,0.22475
2540,0.664375,0.335625
2541,0.818375,0.181625
2542,0.324125,0.675875
2543,0.748375,0.251625
2544,0.320625,0.679375
2545,0.706,0.294
2546,0.907,0.093
2547,0.549875,0.450125
2548,0.04425,0.95575
2549,0.278875,0.721125
2550,0.095125,0.904875
2551,0.346375,0.653625
2552,0.65525,0.34475
2553,0.268125,0.731875
2554,0.55,0.45
2555,0.65025,0.34975
2556,0.23325,0.76675
2557,0.78525,0.21475
2558,0.41875,0.58125
2559,0.13375,0.86625
2560,0.73025,0.26975
2561,0.30175,0.69825
2562,0.358875,0.641125
2563,0.46725,0.53275
2564,0.431625,0.568375
2565,0.843875,0.156125
2566,0.506625,0.493375
2567,0.368375,0.631625
2568,0.418375,0.581625
2569,0.28125,0.71875
2570,0.450375,0.549625
2571,0.870625,0.129375
2572,0.12925,0.87075
2573,0.864875,0.135125
2574,0.753125,0.246875
2575,0.1165,0.8835
2576,0.80975,0.19025
2577,0.0715,0.9285
2578,0.877125,0.122875
2579,0.223625,0.776375
2580,0.19525,0.80475
2581,0.28625,0.71375
2582,0.836375,0.163625
2583,0.926375,0.073625
2584,0.680125,0.319875
2585,0.570625,0.429375
2586,0.151875,0.848125
2587,0.61125,0.38875
2588,0.53675,0.46325
2589,0.244375,0.755625
2590,0.503875,0.496125
2591,0.212,0.788
2592,0.611125,0.388875
2593,0.438625,0.561375
2594,0.344375,0.655625
2595,0.345875,0.654125
2596,0.86225,0.13775
2597,0.552,0.448
2598,0.317125,0.682875
2599,0.23875,0.76125
2600,0.886625,0.113375
2601,0.403,0.597
2602,0.748,0.252
2603,0.451125,0.548875
2604,0.7835,0.2165
2605,0.5805,0.4195
2606,0.79225,0.20775
2607,0.61625,0.38375
2608,0.574125,0.425875
2609,0.799875,0.200125
2610,0.92275,0.07725
2611,0.058375,0.941625
2612,0.64425,0.35575
2613,0.158125,0.841875
2614,0.99175,0.00825
2615,0.59775,0.40225
2616,0.78375,0.21625
2617,0.5635,0.4365
2618,0.4215,0.5785
2619,0.4765,0.5235
2620,0.912,0.088
2621,0.819375,0.180625
2622,0.125875,0.874125
2623,0.2725,0.7275
2624,0.35,0.65
2625,0.110375,0.889625
2626,0.260625,0.739375
2627,0.348375,0.651625
2628,0.1655,0.8345
2629,0.4475,0.5525
2630,0.536375,0.463625
2631,0.252875,0.747125
2632,0.31725,0.68275
2633,0.372125,0.627875
2634,0.67925,0.32075
2635,0.08325,0.91675
2636,0.1085,0.8915
2637,0.662625,0.337375
2638,0.861875,0.138125
2639,0.786625,0.213375
2640,0.2195,0.7805
2641,0.25175,0.74825
2642,0.1595,0.8405
2643,0.24275,0.75725
2644,0.0395,0.9605
2645,0.75225,0.24775
2646,0.8285,0.1715
2647,0.484375,0.515625
2648,0.9205,0.0795
2649,0.54925,0.45075
2650,0.8725,0.1275
2651,0.531375,0.468625
2652,0.62625,0.37375
2653,0.444375,0.555625
2654,0.447625,0.552375
2655,0.496625,0.503375
2656,0.87125,0.12875
2657,0.374375,0.625625
2658,0.886875,0.113125
2659,0.582125,0.417875
2660,0.416625,0.583375
2661,0.292625,0.707375
2662,0.27025,0.72975
2663,0.656625,0.343375
2664,0.582625,0.417375
2665,0.410625,0.589375
2666,0.61275,0.38725
2667,0.286625,0.713375
2668,0.45775,0.54225
2669,0.892875,0.107125
2670,0.180875,0.819125
2671,0.723125,0.276875
2672,0.909875,0.090125
2673,0.712,0.288
2674,0.139875,0.860125
2675,0.582125,0.417875
2676,0.382875,0.617125
2677,0.570125,0.429875
2678,0.23325,0.76675
2679,0.82225,0.17775
2680,0.04725,0.95275
2681,0.479375,0.520625
2682,0.803,0.197
2683,0.640125,0.359875
2684,0.336875,0.663125
2685,0.38075,0.61925
2686,0.075375,0.924625
2687,0.860125,0.139875
2688,0.365,0.635
2689,0.986625,0.013375
2690,0.516375,0.483625
2691,0.82075,0.17925
2692,0.18675,0.81325
2693,0.736125,0.263875
2694,0.808125,0.191875
2695,0.164375,0.835625
2696,0.844,0.156
2697,0.459375,0.540625
2698,0.61,0.39
2699,0.182,0.818
2700,0.473625,0.526375
2701,0.622,0.378
2702,0.816625,0.183375
2703,0.212125,0.787875
2704,0.68125,0.31875
2705,0.192875,0.807125
2706,0.58,0.42
2707,0.802,0.198
2708,0.90725,0.09275
2709,0.37225,0.62775
2710,0.3545,0.6455
2711,0.780625,0.219375
2712,0.172,0.828
2713,0.845875,0.154125
2714,0.721125,0.278875
2715,0.1815,0.8185
2716,0.19125,0.80875
2717,0.628875,0.371125
2718,0.341625,0.658375
2719,0.607375,0.392625
2720,0.1855,0.8145
2721,0.10575,0.89425
2722,0.41575,0.58425
2723,0.167,0.833
2724,0.131,0.869
2725,0.539,0.461
2726,0.554875,0.445125
2727,0.868125,0.131875
2728,0.7935,0.2065
2729,0.45575,0.54425
2730,0.23575,0.76425
2731,0.485,0.515
2732,0.832875,0.167125
2733,0.775375,0.224625
2734,0.787125,0.212875
2735,0.41075,0.58925
2736,0.398375,0.601625
2737,0.293,0.707
2738,0.847375,0.152625
2739,0.656125,0.343875
2740,0.737625,0.262375
2741,0.447625,0.552375
2742,0.5025,0.4975
2743,0.69075,0.30925
2744,0.146,0.854
2745,0.42525,0.57475
2746,0.108625,0.891375
2747,0.044375,0.955625
2748,0.88675,0.11325
2749,0.84625,0.15375
2750,0.47625,0.52375
2751,0.61025,0.38975
2752,0.54075,0.45925
2753,0.905125,0.094875
2754,0.8885,0.1115
2755,0.659,0.341
2756,0.574875,0.425125
2757,0.85275,0.14725
2758,0.2685,0.7315
2759,0.78,0.22
2760,0.115375,0.884625
2761,0.753375,0.246625
2762,0.562875,0.437125
2763,0.2655,0.7345
2764,0.21225,0.78775
2765,0.387875,0.612125
2766,0.883375,0.116625
2767,0.08075,0.91925
2768,0.2285,0.7715
2769,0.236,0.764
2770,0.57475,0.42525
2771,0.33275,0.66725
2772,0.893875,0.106125
2773,0.294875,0.705125
2774,0.882,0.118
2775,0.66625,0.33375
2776,0.139875,0.860125
2777,0.652375,0.347625
2778,0.793125,0.206875
2779,0.2015,0.7985
2780,0.528625,0.471375
2781,0.697875,0.302125
2782,0.744125,0.255875
2783,0.1635,0.8365
2784,0.2255,0.7745
2785,0.99075,0.00925
2786,0.421375,0.578625
2787,0.458125,0.541875
2788,0.65625,0.34375
2789,0.35125,0.64875
2790,0.7875,0.2125
2791,0.1515,0.8485
2792,0.518875,0.481125
2793,0.437875,0.562125
2794,0.68975,0.31025
2795,0.27625,0.72375
2796,0.499125,0.500875
2797,0.652125,0.347875
2798,0.315625,0.684375
2799,0.959,0.041
2800,0.718625,0.281375
2801,0.4135,0.5865
2802,0.412625,0.587375
2803,0.84,0.16
2804,0.635375,0.364625
2805,0.210125,0.789875
2806,0.44375,0.55625
2807,0.50525,0.49475
2808,0.707125,0.292875
2809,0.486125,0.513875
2810,0.283375,0.716625
2811,0.059875,0.940125
2812,0.615125,0.384875
2813,0.422625,0.577375
2814,0.5035,0.4965
2815,0.646875,0.353125
2816,0.237,0.763
2817,0.476,0.524
2818,0.153375,0.846625
2819,0.812125,0.187875
2820,0.977,0.023
2821,0.4845,0.5155
2822,0.252375,0.747625
2823,0.613125,0.386875
2824,0.24925,0.75075
2825,0.601,0.399
2826,0.549875,0.450125
2827,0.775,0.225
2828,0.3205,0.6795
2829,0.030625,0.969375
2830,0.140375,0.859625
2831,0.191375,0.808625
2832,0.222125,0.777875
2833,0.197625,0.802375
2834,0.841,0.159
2835,0.1875,0.8125
2836,0.589875,0.410125
2837,0.306375,0.693625
2838,0.5405,0.4595
2839,0.2475,0.7525
2840,0.538625,0.461375
2841,0.87425,0.12575
2842,0.159375,0.840625
2843,0.357,0.643
2844,0.672,0.328
2845,0.6575,0.3425
2846,0.801,0.199
2847,0.827375,0.172625
2848,0.223375,0.776625
2849,0.432625,0.567375
2850,0.56075,0.43925
2851,0.473625,0.526375
2852,0.758125,0.241875
2853,0.645375,0.354625
2854,0.90225,0.09775
2855,0.760875,0.239125
2856,0.584125,0.415875
2857,0.441625,0.558375
2858,0.385625,0.614375
2859,0.293,0.707
2860,0.15925,0.84075
2861,0.569,0.431
2862,0.892125,0.107875
2863,0.802125,0.197875
2864,0.414375,0.585625
2865,0.439,0.561
2866,0.109625,0.890375
2867,0.65875,0.34125
2868,0.332125,0.667875
2869,0.852875,0.147125
2870,0.764,0.236
2871,0.54475,0.45525
2872,0.4095,0.5905
2873,0.013625,0.986375
2874,0.57175,0.42825
2875,0.78275,0.21725
2876,0.8425,0.1575
2877,0.935,0.065
2878,0.785375,0.214625
2879,0.735625,0.264375
2880,0.7365,0.2635
2881,0.494,0.506
2882,0.123625,0.876375
2883,0.6055,0.3945
2884,0.898875,0.101125
2885,0.7855,0.2145
2886,0.208,0.792
2887,0.53225,0.46775
2888,0.591125,0.408875
2889,0.406625,0.593375
2890,0.362875,0.637125
2891,0.961375,0.038625
2892,0.75675,0.24325
2893,0.324375,0.675625
2894,0.9275,0.0725
2895,0.71475,0.28525
2896,0.530875,0.469125
2897,0.241125,0.758875
2898,0.633625,0.366375
2899,0.719125,0.280875
2900,0.80325,0.19675
2901,0.112125,0.887875
2902,0.657375,0.342625
2903,0.560125,0.439875
2904,0.14525,0.85475
2905,0.18325,0.81675
2906,0.115125,0.884875
2907,0.619125,0.380875
2908,0.249875,0.750125
2909,0.722375,0.277625
2910,0.5975,0.4025
2911,0.227,0.773
2912,0.76975,0.23025
2913,0.774125,0.225875
2914,0.086875,0.913125
2915,0.721125,0.278875
2916,0.52975,0.47025
2917,0.2475,0.7525
2918,0.253,0.747
2919,0.808,0.192
2920,0.17725,0.82275
2921,0.51375,0.48625
2922,0.468125,0.531875
2923,0.242625,0.757375
2924,0.875,0.125
2925,0.47075,0.52925
2926,0.204875,0.795125
2927,0.43575,0.56425
2928,0.5105,0.4895
2929,0.362875,0.637125
2930,0.6405,0.3595
2931,0.192125,0.807875
2932,0.415375,0.584625
2933,0.685625,0.314375
2934,0.4325,0.5675
2935,0.960375,0.039625
2936,0.44425,0.55575
2937,0.334625,0.665375
2938,0.79275,0.20725
2939,0.735125,0.264875
2940,0.206,0.794
2941,0.44475,0.55525
2942,0.282375,0.717625
2943,0.27975,0.72025
2944,0.78725,0.21275
2945,0.348625,0.651375
2946,0.386625,0.613375
2947,0.792,0.208
2948,0.302625,0.697375
2949,0.65375,0.34625
2950,0.922125,0.077875
2951,0.355,0.645
2952,0.533125,0.466875
2953,0.3905,0.6095
2954,0.3545,0.6455
2955,0.811875,0.188125
2956,0.305625,0.694375
2957,0.713,0.287
2958,0.502375,0.497625
2959,0.6885,0.3115
2960,0.8235,0.1765
2961,0.6075,0.3925
2962,0.16875,0.83125
2963,0.337625,0.662375
2964,0.96275,0.03725
2965,0.83375,0.16625
2966,0.24,0.76
2967,0.686,0.314
2968,0.367625,0.632375
2969,0.887625,0.112375
2970,0.97225,0.02775
2971,0.54425,0.45575
2972,0.019125,0.980875
2973,0.77925,0.22075
2974,0.239375,0.760625
2975,0.36775,0.63225
2976,0.7985,0.2015
2977,0.453625,0.546375
2978,0.233,0.767
2979,0.792375,0.207625
2980,0.36725,0.63275
2981,0.23675,0.76325
2982,0.259875,0.740125
2983,0.377375,0.622625
2984,0.213625,0.786375
2985,0.43375,0.56625
2986,0.556875,0.443125
2987,0.274,0.726
2988,0.86175,0.13825
2989,0.238,0.762
2990,0.420625,0.579375
2991,0.90125,0.09875
2992,0.822125,0.177875
2993,0.08725,0.91275
2994,0.401875,0.598125
2995,0.892,0.108
2996,0.800875,0.199125
2997,0.574125,0.425875
2998,0.261875,0.738125
2999,0.84275,0.15725
3000,0.251375,0.748625
