dataset_id,control_prob,treat_prob
1173,0.795375,0.204625
1174,0.782,0.218
1175,0.243375,0.756625
1176,0.70525,0.29475
1177,0.559875,0.440125
1178,0.6395,0.3605
1179,0.046,0.954
1180,0.556125,0.443875
1181,0.462,0.538
1182,0.702125,0.297875
1183,0.848,0.152
1184,0.706,0.294
1185,0.51375,0.48625
1186,0.813375,0.186625
1187,0.304375,0.695625
1188,0.90425,0.09575
1189,0.830875,0.169125
1190,0.169875,0.830125
1191,0.801875,0.198125
1192,0.76325,0.23675
1193,0.30575,0.69425
1194,0.936,0.064
1195,0.7425,0.2575
1196,0.45425,0.54575
1197,0.316375,0.683625
1198,0.221625,0.778375
1199,0.18175,0.81825
1200,0.5845,0.4155
1201,0.854375,0.145625
1202,0.75125,0.24875
1203,0.472875,0.527125
1204,0.230875,0.769125
1205,0.206,0.794
1206,0.199875,0.800125
1207,0.5185,0.4815
1208,0.3915,0.6085
1209,0.597,0.403
1210,0.7915,0.2085
1211,0.977125,0.022875
1212,0.47475,0.52525
1213,0.105875,0.894125
1214,0.862375,0.137625
1215,0.85075,0.14925
1216,0.757625,0.242375
1217,0.7345,0.2655
1218,0.234625,0.765375
1219,0.82625,0.17375
1220,0.659375,0.340625
1221,0.779875,0.220125
1222,0.6285,0.3715
1223,0.5945,0.4055
1224,0.784375,0.215625
1225,0.227,0.773
1226,0.715125,0.284875
1227,0.3665,0.6335
1228,0.077625,0.922375
1229,0.59075,0.40925
1230,0.89075,0.10925
1231,0.452625,0.547375
1232,0.072875,0.927125
1233,0.863625,0.136375
1234,0.942,0.058
1235,0.895875,0.104125
1236,0.56225,0.43775
1237,0.32825,0.67175
1238,0.124875,0.875125
1239,0.278625,0.721375
1240,0.1245,0.8755
1241,0.351,0.649
1242,0.587375,0.412625
1243,0.655125,0.344875
1244,0.663125,0.336875
1245,0.478875,0.521125
1246,0.839375,0.160625
1247,0.870875,0.129125
1248,0.417,0.583
1249,0.44525,0.55475
1250,0.1135,0.8865
1251,0.09675,0.90325
1252,0.707375,0.292625
1253,0.34725,0.65275
1254,0.94125,0.05875
1255,0.8105,0.1895
1256,0.0645,0.9355
1257,0.5125,0.4875
1258,0.34875,0.65125
1259,0.373625,0.626375
1260,0.979,0.021
1261,0.596,0.404
1262,0.813125,0.186875
1263,0.871375,0.128625
1264,0.693,0.307
1265,0.91575,0.08425
1266,0.959,0.041
1267,0.33225,0.66775
1268,0.41525,0.58475
1269,0.625,0.375
1270,0.58225,0.41775
1271,0.892,0.108
1272,0.822875,0.177125
1273,0.516875,0.483125
1274,0.496625,0.503375
1275,0.571125,0.428875
1276,0.523375,0.476625
1277,0.987125,0.012875
1278,0.82675,0.17325
1279,0.796125,0.203875
1280,0.873875,0.126125
1281,0.6595,0.3405
1282,0.34975,0.65025
1283,0.76475,0.23525
1284,0.74475,0.25525
1285,0.32075,0.67925
1286,0.470625,0.529375
1287,0.2125,0.7875
1288,0.535375,0.464625
1289,0.887875,0.112125
1290,0.369625,0.630375
1291,0.93825,0.06175
1292,0.259125,0.740875
1293,0.384625,0.615375
1294,0.4165,0.5835
1295,0.86825,0.13175
1296,0.429375,0.570625
1297,0.13475,0.86525
1298,0.575875,0.424125
1299,0.490375,0.509625
1300,0.83375,0.16625
1301,0.674875,0.325125
1302,0.371625,0.628375
1303,0.814,0.186
1304,0.745625,0.254375
1305,0.049625,0.950375
1306,0.78325,0.21675
1307,0.811625,0.188375
1308,0.465625,0.534375
1309,0.335125,0.664875
1310,0.56025,0.43975
1311,0.10925,0.89075
1312,0.16425,0.83575
1313,0.499375,0.500625
1314,0.158125,0.841875
1315,0.83525,0.16475
1316,0.599875,0.400125
1317,0.735625,0.264375
1318,0.1505,0.8495
1319,0.805875,0.194125
1320,0.36425,0.63575
1321,0.213875,0.786125
1322,0.13425,0.86575
1323,0.854,0.146
1324,0.709625,0.290375
1325,0.273625,0.726375
1326,0.91875,0.08125
1327,0.072,0.928
1328,0.49825,0.50175
1329,0.566625,0.433375
1330,0.492875,0.507125
1331,0.654125,0.345875
1332,0.7915,0.2085
1333,0.7515,0.2485
1334,0.651375,0.348625
1335,0.622375,0.377625
1336,0.32175,0.67825
1337,0.502375,0.497625
1338,0.624125,0.375875
1339,0.93225,0.06775
1340,0.59775,0.40225
1341,0.49875,0.50125
1342,0.91475,0.08525
1343,0.761,0.239
1344,0.525,0.475
1345,0.8035,0.1965
1346,0.11675,0.88325
1347,0.7275,0.2725
1348,0.24475,0.75525
1349,0.63975,0.36025
1350,0.335125,0.664875
1351,0.326625,0.673375
1352,0.123875,0.876125
1353,0.066,0.934
1354,0.81675,0.18325
1355,0.6305,0.3695
1356,0.328875,0.671125
1357,0.870125,0.129875
1358,0.92775,0.07225
1359,0.812625,0.187375
1360,0.47425,0.52575
1361,0.923125,0.076875
1362,0.216125,0.783875
1363,0.091375,0.908625
1364,0.61325,0.38675
1365,0.55675,0.44325
1366,0.767125,0.232875
1367,0.198125,0.801875
1368,0.473375,0.526625
1369,0.467875,0.532125
1370,0.54625,0.45375
1371,0.36225,0.63775
1372,0.121125,0.878875
1373,0.511125,0.488875
1374,0.391125,0.608875
1375,0.366875,0.633125
1376,0.44625,0.55375
1377,0.395625,0.604375
1378,0.710875,0.289125
1379,0.716,0.284
1380,0.695625,0.304375
1381,0.279875,0.720125
1382,0.2825,0.7175
1383,0.30275,0.69725
1384,0.23,0.77
1385,0.64675,0.35325
1386,0.7065,0.2935
1387,0.783625,0.216375
1388,0.6555,0.3445
1389,0.678,0.322
1390,0.2485,0.7515
1391,0.64675,0.35325
1392,0.837375,0.162625
1393,0.353125,0.646875
1394,0.5745,0.4255
1395,0.08475,0.91525
1396,0.3565,0.6435
1397,0.454625,0.545375
1398,0.245,0.755
1399,0.38375,0.61625
1400,0.537625,0.462375
1401,0.72375,0.27625
1402,0.66625,0.33375
1403,0.70375,0.29625
1404,0.223375,0.776625
1405,0.3795,0.6205
1406,0.48225,0.51775
1407,0.5455,0.4545
1408,0.074125,0.925875
1409,0.11925,0.88075
1410,0.513875,0.486125
1411,0.578625,0.421375
1412,0.454875,0.545125
1413,0.086875,0.913125
1414,0.479625,0.520375
1415,0.87375,0.12625
1416,0.942875,0.057125
1417,0.574125,0.425875
1418,0.22425,0.77575
1419,0.415125,0.584875
1420,0.256125,0.743875
1421,0.579,0.421
1422,0.668875,0.331125
1423,0.451125,0.548875
1424,0.33125,0.66875
1425,0.210125,0.789875
1426,0.835,0.165
1427,0.46675,0.53325
1428,0.44425,0.55575
1429,0.132375,0.867625
1430,0.60525,0.39475
1431,0.625875,0.374125
1432,0.54425,0.45575
1433,0.622,0.378
1434,0.7525,0.2475
1435,0.444625,0.555375
1436,0.5525,0.4475
1437,0.616875,0.383125
1438,0.92475,0.07525
1439,0.119625,0.880375
1440,0.48675,0.51325
1441,0.101375,0.898625
1442,0.59875,0.40125
1443,0.886125,0.113875
1444,0.309375,0.690625
1445,0.985625,0.014375
1446,0.548625,0.451375
1447,0.41125,0.58875
1448,0.525625,0.474375
1449,0.740125,0.259875
1450,0.5025,0.4975
1451,0.78775,0.21225
1452,0.70575,0.29425
1453,0.636,0.364
1454,0.288375,0.711625
1455,0.742125,0.257875
1456,0.9925,0.0075
1457,0.566125,0.433875
1458,0.77025,0.22975
1459,0.60575,0.39425
1460,0.464125,0.535875
1461,0.356125,0.643875
1462,0.20675,0.79325
1463,0.29825,0.70175
1464,0.12525,0.87475
1465,0.941125,0.058875
1466,0.09,0.91
1467,0.928625,0.071375
1468,0.167375,0.832625
1469,0.223375,0.776625
1470,0.571375,0.428625
1471,0.477375,0.522625
1472,0.187625,0.812375
1473,0.322,0.678
1474,0.942375,0.057625
1475,0.340625,0.659375
1476,0.897125,0.102875
1477,0.227375,0.772625
1478,0.20625,0.79375
1479,0.49,0.51
1480,0.3805,0.6195
1481,0.13325,0.86675
1482,0.90025,0.09975
1483,0.937375,0.062625
1484,0.250625,0.749375
1485,0.511875,0.488125
1486,0.84625,0.15375
1487,0.13875,0.86125
1488,0.430625,0.569375
1489,0.788375,0.211625
1490,0.575,0.425
1491,0.269375,0.730625
1492,0.334875,0.665125
1493,0.49375,0.50625
1494,0.5755,0.4245
1495,0.113625,0.886375
1496,0.21875,0.78125
1497,0.694375,0.305625
1498,0.759125,0.240875
1499,0.237125,0.762875
1500,0.3955,0.6045
1501,0.82125,0.17875
1502,0.827125,0.172875
1503,0.52425,0.47575
1504,0.013125,0.986875
1505,0.79375,0.20625
1506,0.841875,0.158125
1507,0.11325,0.88675
1508,0.731125,0.268875
1509,0.633875,0.366125
1510,0.72975,0.27025
1511,0.655,0.345
1512,0.61125,0.38875
1513,0.21625,0.78375
1514,0.8305,0.1695
1515,0.825,0.175
1516,0.188875,0.811125
1517,0.585875,0.414125
1518,0.1665,0.8335
1519,0.531125,0.468875
1520,0.7625,0.2375
1521,0.78025,0.21975
1522,0.88625,0.11375
1523,0.542125,0.457875
1524,0.40325,0.59675
1525,0.35,0.65
1526,0.3365,0.6635
1527,0.969125,0.030875
1528,0.734125,0.265875
1529,0.430125,0.569875
1530,0.2705,0.7295
1531,0.347875,0.652125
1532,0.269375,0.730625
1533,0.099125,0.900875
1534,0.28275,0.71725
1535,0.257625,0.742375
1536,0.678875,0.321125
1537,0.6975,0.3025
1538,0.348375,0.651625
1539,0.173125,0.826875
1540,0.558625,0.441375
1541,0.761625,0.238375
1542,0.93,0.07
1543,0.178625,0.821375
1544,0.596375,0.403625
1545,0.189375,0.810625
1546,0.353,0.647
1547,0.011,0.989
1548,0.247375,0.752625
1549,0.594,0.406
1550,0.7315,0.2685
1551,0.771125,0.228875
1552,0.255625,0.744375
1553,0.284625,0.715375
1554,0.823125,0.176875
1555,0.48475,0.51525
1556,0.742125,0.257875
1557,0.775375,0.224625
1558,0.29775,0.70225
1559,0.757125,0.242875
1560,0.5165,0.4835
1561,0.276375,0.723625
1562,0.583375,0.416625
1563,0.4505,0.5495
1564,0.4905,0.5095
1565,0.710625,0.289375
1566,0.4645,0.5355
1567,0.720875,0.279125
1568,0.63675,0.36325
1569,0.1295,0.8705
1570,0.76875,0.23125
1571,0.469875,0.530125
1572,0.53575,0.46425
1573,0.118,0.882
1574,0.425875,0.574125
1575,0.231,0.769
1576,0.512875,0.487125
1577,0.663125,0.336875
1578,0.56425,0.43575
1579,0.1075,0.8925
1580,0.191875,0.808125
1581,0.09375,0.90625
1582,0.388625,0.611375
1583,0.582625,0.417375
1584,0.487,0.513
1585,0.652875,0.347125
1586,0.7155,0.2845
1587,0.6515,0.3485
1588,0.5575,0.4425
1589,0.71875,0.28125
1590,0.18625,0.81375
1591,0.985875,0.014125
1592,0.144625,0.855375
1593,0.89675,0.10325
1594,0.166625,0.833375
1595,0.5625,0.4375
1596,0.656625,0.343375
1597,0.36425,0.63575
1598,0.065,0.935
1599,0.638375,0.361625
1600,0.54575,0.45425
1601,0.387875,0.612125
1602,0.150625,0.849375
1603,0.6995,0.3005
1604,0.587,0.413
1605,0.413625,0.586375
1606,0.650125,0.349875
1607,0.834375,0.165625
1608,0.456125,0.543875
1609,0.431625,0.568375
1610,0.755125,0.244875
1611,0.625625,0.374375
1612,0.965875,0.034125
1613,0.46775,0.53225
1614,0.038875,0.961125
1615,0.321125,0.678875
1616,0.653875,0.346125
1617,0.331,0.669
1618,0.51125,0.48875
1619,0.114375,0.885625
1620,0.872625,0.127375
1621,0.87925,0.12075
1622,0.906375,0.093625
1623,0.855375,0.144625
1624,0.189,0.811
1625,0.48475,0.51525
1626,0.597875,0.402125
1627,0.554375,0.445625
1628,0.988,0.012
1629,0.347875,0.652125
1630,0.416,0.584
1631,0.655,0.345
1632,0.81575,0.18425
1633,0.25325,0.74675
1634,0.877375,0.122625
1635,0.547,0.453
1636,0.44525,0.55475
1637,0.083125,0.916875
1638,0.207,0.793
1639,0.09225,0.90775
1640,0.758125,0.241875
1641,0.508625,0.491375
1642,0.782,0.218
1643,0.7825,0.2175
1644,0.912125,0.087875
1645,0.127125,0.872875
1646,0.537625,0.462375
1647,0.2895,0.7105
1648,0.4025,0.5975
1649,0.126375,0.873625
1650,0.4005,0.5995
1651,0.617,0.383
1652,0.410125,0.589875
1653,0.09575,0.90425
1654,0.3385,0.6615
1655,0.202875,0.797125
1656,0.59875,0.40125
1657,0.67375,0.32625
1658,0.818625,0.181375
1659,0.123125,0.876875
1660,0.391125,0.608875
1661,0.254375,0.745625
1662,0.12925,0.87075
1663,0.663375,0.336625
1664,0.636625,0.363375
1665,0.059375,0.940625
1666,0.342875,0.657125
1667,0.93575,0.06425
1668,0.357625,0.642375
1669,0.593625,0.406375
1670,0.676375,0.323625
1671,0.553625,0.446375
1672,0.504875,0.495125
1673,0.493375,0.506625
1674,0.257125,0.742875
1675,0.561875,0.438125
1676,0.17825,0.82175
1677,0.232,0.768
1678,0.23075,0.76925
1679,0.213375,0.786625
1680,0.296125,0.703875
1681,0.6855,0.3145
1682,0.512625,0.487375
1683,0.373125,0.626875
1684,0.168875,0.831125
1685,0.948375,0.051625
1686,0.09025,0.90975
1687,0.39475,0.60525
1688,0.4195,0.5805
1689,0.549875,0.450125
1690,0.22575,0.77425
1691,0.546125,0.453875
1692,0.349875,0.650125
1693,0.90525,0.09475
1694,0.687375,0.312625
1695,0.661625,0.338375
1696,0.29925,0.70075
1697,0.37975,0.62025
1698,0.79775,0.20225
1699,0.2715,0.7285
1700,0.483625,0.516375
1701,0.4985,0.5015
1702,0.483125,0.516875
1703,0.481375,0.518625
1704,0.56225,0.43775
1705,0.36,0.64
1706,0.363375,0.636625
1707,0.42625,0.57375
1708,0.651625,0.348375
1709,0.2495,0.7505
1710,0.694,0.306
1711,0.890375,0.109625
1712,0.2295,0.7705
1713,0.6275,0.3725
1714,0.89975,0.10025
1715,0.581875,0.418125
1716,0.7475,0.2525
1717,0.425125,0.574875
1718,0.32425,0.67575
1719,0.142375,0.857625
1720,0.448875,0.551125
1721,0.827625,0.172375
1722,0.914875,0.085125
1723,0.459125,0.540875
1724,0.367625,0.632375
1725,0.535875,0.464125
1726,0.85175,0.14825
1727,0.529375,0.470625
1728,0.137875,0.862125
1729,0.578375,0.421625
1730,0.392625,0.607375
1731,0.677625,0.322375
1732,0.286125,0.713875
1733,0.370375,0.629625
1734,0.690125,0.309875
1735,0.7015,0.2985
1736,0.391875,0.608125
1737,0.811,0.189
1738,0.41075,0.58925
1739,0.571875,0.428125
1740,0.22225,0.77775
1741,0.66025,0.33975
1742,0.686,0.314
1743,0.1315,0.8685
1744,0.70525,0.29475
1745,0.753625,0.246375
1746,0.2675,0.7325
1747,0.537,0.463
1748,0.53775,0.46225
1749,0.33875,0.66125
1750,0.389875,0.610125
1751,0.2475,0.7525
1752,0.57075,0.42925
1753,0.676875,0.323125
1754,0.182,0.818
1755,0.477125,0.522875
1756,0.100625,0.899375
1757,0.6055,0.3945
1758,0.1945,0.8055
1759,0.451875,0.548125
1760,0.756875,0.243125
1761,0.7585,0.2415
1762,0.277625,0.722375
1763,0.518,0.482
1764,0.103375,0.896625
1765,0.8825,0.1175
1766,0.56275,0.43725
1767,0.72375,0.27625
1768,0.93275,0.06725
1769,0.408375,0.591625
1770,0.56225,0.43775
1771,0.121375,0.878625
1772,0.6515,0.3485
1773,0.81325,0.18675
1774,0.128,0.872
1775,0.598125,0.401875
1776,0.0795,0.9205
1777,0.384625,0.615375
1778,0.15625,0.84375
1779,0.481875,0.518125
1780,0.417375,0.582625
1781,0.369625,0.630375
1782,0.4085,0.5915
1783,0.73525,0.26475
1784,0.624875,0.375125
1785,0.647375,0.352625
1786,0.877875,0.122125
1787,0.975,0.025
1788,0.529,0.471
1789,0.035625,0.964375
1790,0.811375,0.188625
1791,0.532375,0.467625
1792,0.769625,0.230375
1793,0.12125,0.87875
1794,0.364125,0.635875
1795,0.5285,0.4715
1796,0.7595,0.2405
1797,0.441,0.559
1798,0.206125,0.793875
1799,0.39325,0.60675
1800,0.814875,0.185125
1801,0.6305,0.3695
1802,0.633875,0.366125
1803,0.06975,0.93025
1804,0.946875,0.053125
1805,0.407,0.593
1806,0.213875,0.786125
1807,0.441,0.559
1808,0.105375,0.894625
1809,0.656625,0.343375
1810,0.118625,0.881375
1811,0.586875,0.413125
1812,0.104125,0.895875
1813,0.736,0.264
1814,0.47975,0.52025
1815,0.32625,0.67375
1816,0.95325,0.04675
1817,0.457875,0.542125
1818,0.9805,0.0195
1819,0.360625,0.639375
1820,0.45625,0.54375
1821,0.341,0.659
1822,0.42625,0.57375
1823,0.5315,0.4685
1824,0.2675,0.7325
1825,0.928,0.072
1826,0.391125,0.608875
1827,0.328625,0.671375
1828,0.922625,0.077375
1829,0.7145,0.2855
1830,0.328125,0.671875
1831,0.842125,0.157875
1832,0.638875,0.361125
1833,0.573375,0.426625
1834,0.816375,0.183625
1835,0.112375,0.887625
1836,0.67475,0.32525
1837,0.05975,0.94025
1838,0.632375,0.367625
1839,0.31025,0.68975
1840,0.887625,0.112375
1841,0.7005,0.2995
1842,0.24,0.76
1843,0.66275,0.33725
1844,0.547875,0.452125
1845,0.75225,0.24775
1846,0.903625,0.096375
1847,0.745625,0.254375
1848,0.239125,0.760875
1849,0.38325,0.61675
1850,0.982375,0.017625
1851,0.0595,0.9405
1852,0.783375,0.216625
1853,0.367125,0.632875
1854,0.375875,0.624125
1855,0.179375,0.820625
1856,0.309,0.691
1857,0.46575,0.53425
1858,0.202125,0.797875
1859,0.873625,0.126375
1860,0.598875,0.401125
1861,0.923875,0.076125
1862,0.61,0.39
1863,0.02475,0.97525
1864,0.173125,0.826875
1865,0.59225,0.40775
1866,0.414125,0.585875
1867,0.457875,0.542125
1868,0.81825,0.18175
1869,0.852625,0.147375
1870,0.14375,0.85625
1871,0.7305,0.2695
1872,0.63875,0.36125
1873,0.638375,0.361625
1874,0.39625,0.60375
1875,0.441625,0.558375
1876,0.3125,0.6875
1877,0.6225,0.3775
1878,0.381,0.619
1879,0.85375,0.14625
1880,0.790625,0.209375
1881,0.11225,0.88775
1882,0.072625,0.927375
1883,0.862125,0.137875
1884,0.065,0.935
1885,0.301625,0.698375
1886,0.824,0.176
1887,0.6955,0.3045
1888,0.513125,0.486875
1889,0.569875,0.430125
1890,0.736875,0.263125
1891,0.4125,0.5875
1892,0.6575,0.3425
1893,0.402,0.598
1894,0.5915,0.4085
1895,0.101625,0.898375
1896,0.910625,0.089375
1897,0.2795,0.7205
1898,0.1275,0.8725
1899,0.421125,0.578875
1900,0.431375,0.568625
1901,0.6345,0.3655
1902,0.926875,0.073125
1903,0.7195,0.2805
1904,0.3295,0.6705
1905,0.136375,0.863625
1906,0.065875,0.934125
1907,0.587375,0.412625
1908,0.912125,0.087875
1909,0.864,0.136
1910,0.7925,0.2075
1911,0.7185,0.2815
1912,0.061,0.939
1913,0.507375,0.492625
1914,0.964875,0.035125
1915,0.210375,0.789625
1916,0.592,0.408
1917,0.49425,0.50575
1918,0.196125,0.803875
1919,0.532,0.468
1920,0.284875,0.715125
1921,0.30675,0.69325
1922,0.697875,0.302125
1923,0.316625,0.683375
1924,0.947375,0.052625
1925,0.57775,0.42225
1926,0.1225,0.8775
1927,0.378,0.622
1928,0.080875,0.919125
1929,0.687875,0.312125
1930,0.728625,0.271375
1931,0.509125,0.490875
1932,0.693125,0.306875
1933,0.815875,0.184125
1934,0.09675,0.90325
1935,0.433375,0.566625
1936,0.2235,0.7765
1937,0.82325,0.17675
1938,0.320375,0.679625
1939,0.26,0.74
1940,0.25875,0.74125
1941,0.939625,0.060375
1942,0.890875,0.109125
1943,0.228125,0.771875
1944,0.967625,0.032375
1945,0.977875,0.022125
1946,0.198125,0.801875
1947,0.407625,0.592375
1948,0.29225,0.70775
1949,0.86525,0.13475
1950,0.092,0.908
1951,0.30325,0.69675
1952,0.61775,0.38225
1953,0.766125,0.233875
1954,0.32275,0.67725
1955,0.4005,0.5995
1956,0.061125,0.938875
1957,0.474375,0.525625
1958,0.525625,0.474375
1959,0.64525,0.35475
1960,0.72425,0.27575
1961,0.177625,0.822375
1962,0.302125,0.697875
1963,0.1915,0.8085
1964,0.228625,0.771375
1965,0.227625,0.772375
1966,0.568,0.432
1967,0.61375,0.38625
1968,0.208,0.792
1969,0.301,0.699
1970,0.925875,0.074125
1971,0.58675,0.41325
1972,0.144,0.856
1973,0.971375,0.028625
1974,0.423625,0.576375
1975,0.454,0.546
1976,0.12275,0.87725
1977,0.56075,0.43925
1978,0.7175,0.2825
1979,0.672,0.328
1980,0.567375,0.432625
1981,0.928375,0.071625
1982,0.345125,0.654875
1983,0.790125,0.209875
1984,0.711875,0.288125
1985,0.91375,0.08625
1986,0.874625,0.125375
1987,0.679875,0.320125
1988,0.3535,0.6465
1989,0.533625,0.466375
1990,0.283875,0.716125
1991,0.077,0.923
1992,0.091,0.909
1993,0.305625,0.694375
1994,0.853875,0.146125
1995,0.2835,0.7165
1996,0.868375,0.131625
1997,0.703625,0.296375
1998,0.119,0.881
1999,0.69125,0.30875
2000,0.422875,0.577125
2001,0.75425,0.24575
2002,0.750875,0.249125
2003,0.0745,0.9255
2004,0.674125,0.325875
2005,0.1675,0.8325
2006,0.225625,0.774375
2007,0.845125,0.154875
2008,0.5935,0.4065
2009,0.94575,0.05425
2010,0.17675,0.82325
2011,0.4305,0.5695
2012,0.1805,0.8195
2013,0.15925,0.84075
2014,0.065125,0.934875
2015,0.041375,0.958625
2016,0.714125,0.285875
2017,0.362625,0.637375
2018,0.8005,0.1995
2019,0.333,0.667
2020,0.272375,0.727625
2021,0.33575,0.66425
2022,0.66525,0.33475
2023,0.473625,0.526375
2024,0.861625,0.138375
2025,0.38275,0.61725
2026,0.879875,0.120125
2027,0.64725,0.35275
2028,0.723875,0.276125
2029,0.860375,0.139625
2030,0.896,0.104
2031,0.46425,0.53575
2032,0.20225,0.79775
2033,0.5985,0.4015
2034,0.3795,0.6205
2035,0.505,0.495
2036,0.43175,0.56825
2037,0.863625,0.136375
2038,0.465,0.535
2039,0.8615,0.1385
2040,0.82025,0.17975
2041,0.763,0.237
2042,0.5415,0.4585
2043,0.828625,0.171375
2044,0.324,0.676
2045,0.218125,0.781875
2046,0.79825,0.20175
2047,0.7215,0.2785
2048,0.57725,0.42275
2049,0.337625,0.662375
2050,0.765375,0.234625
2051,0.220125,0.779875
2052,0.169875,0.830125
2053,0.943375,0.056625
2054,0.69425,0.30575
2055,0.239,0.761
2056,0.142375,0.857625
2057,0.4405,0.5595
2058,0.71375,0.28625
2059,0.40275,0.59725
2060,0.225375,0.774625
2061,0.32125,0.67875
2062,0.38975,0.61025
2063,0.327125,0.672875
2064,0.990125,0.009875
2065,0.68375,0.31625
2066,0.470375,0.529625
2067,0.383625,0.616375
2068,0.2145,0.7855
2069,0.604,0.396
2070,0.665375,0.334625
2071,0.825,0.175
2072,0.696375,0.303625
2073,0.523375,0.476625
2074,0.7825,0.2175
2075,0.47525,0.52475
2076,0.524375,0.475625
2077,0.365375,0.634625
2078,0.77975,0.22025
2079,0.279625,0.720375
2080,0.6255,0.3745
2081,0.627875,0.372125
2082,0.401125,0.598875
2083,0.2935,0.7065
2084,0.958875,0.041125
2085,0.47625,0.52375
2086,0.219625,0.780375
2087,0.348625,0.651375
2088,0.74225,0.25775
2089,0.164375,0.835625
2090,0.771,0.229
2091,0.779375,0.220625
2092,0.21625,0.78375
2093,0.468,0.532
2094,0.44925,0.55075
2095,0.94175,0.05825
2096,0.699375,0.300625
2097,0.704125,0.295875
2098,0.9865,0.0135
2099,0.72775,0.27225
2100,0.078875,0.921125
2101,0.013,0.987
2102,0.80925,0.19075
2103,0.23775,0.76225
2104,0.52625,0.47375
2105,0.339375,0.660625
2106,0.384,0.616
2107,0.413,0.587
2108,0.55625,0.44375
2109,0.17425,0.82575
2110,0.860125,0.139875
2111,0.732875,0.267125
2112,0.3485,0.6515
2113,0.033375,0.966625
2114,0.240125,0.759875
2115,0.380875,0.619125
2116,0.469875,0.530125
2117,0.748625,0.251375
2118,0.361,0.639
2119,0.39275,0.60725
2120,0.304875,0.695125
2121,0.309625,0.690375
2122,0.878125,0.121875
2123,0.23825,0.76175
2124,0.4525,0.5475
2125,0.4865,0.5135
2126,0.24525,0.75475
2127,0.50075,0.49925
2128,0.43275,0.56725
2129,0.41625,0.58375
2130,0.098625,0.901375
2131,0.054625,0.945375
2132,0.36025,0.63975
2133,0.574875,0.425125
2134,0.379875,0.620125
2135,0.840625,0.159375
2136,0.22225,0.77775
2137,0.712375,0.287625
2138,0.847875,0.152125
2139,0.79325,0.20675
2140,0.252875,0.747125
2141,0.10725,0.89275
2142,0.24625,0.75375
2143,0.730625,0.269375
2144,0.460125,0.539875
2145,0.104375,0.895625
2146,0.529625,0.470375
2147,0.640125,0.359875
2148,0.917625,0.082375
2149,0.82625,0.17375
2150,0.422125,0.577875
2151,0.7825,0.2175
2152,0.494125,0.505875
2153,0.459,0.541
2154,0.187875,0.812125
2155,0.057875,0.942125
2156,0.380625,0.619375
2157,0.1755,0.8245
2158,0.22025,0.77975
2159,0.175125,0.824875
2160,0.572,0.428
2161,0.626125,0.373875
2162,0.499125,0.500875
2163,0.315,0.685
2164,0.61225,0.38775
2165,0.646625,0.353375
2166,0.441625,0.558375
2167,0.55125,0.44875
2168,0.869125,0.130875
2169,0.831125,0.168875
2170,0.4235,0.5765
2171,0.97,0.03
2172,0.242875,0.757125
2173,0.437125,0.562875
2174,0.77925,0.22075
2175,0.791375,0.208625
2176,0.898625,0.101375
2177,0.795,0.205
2178,0.95575,0.04425
2179,0.55525,0.44475
2180,0.311875,0.688125
2181,0.186375,0.813625
2182,0.424125,0.575875
2183,0.491375,0.508625
2184,0.737125,0.262875
2185,0.682,0.318
2186,0.275875,0.724125
2187,0.119875,0.880125
2188,0.654875,0.345125
2189,0.753125,0.246875
2190,0.3385,0.6615
2191,0.386,0.614
2192,0.7585,0.2415
2193,0.471875,0.528125
2194,0.76225,0.23775
2195,0.7565,0.2435
2196,0.4385,0.5615
2197,0.907375,0.092625
2198,0.660375,0.339625
2199,0.63575,0.36425
2200,0.882875,0.117125
2201,0.400375,0.599625
2202,0.743375,0.256625
2203,0.894875,0.105125
2204,0.083375,0.916625
2205,0.514625,0.485375
2206,0.58325,0.41675
2207,0.446,0.554
2208,0.260125,0.739875
2209,0.38,0.62
2210,0.56875,0.43125
2211,0.5095,0.4905
2212,0.035625,0.964375
2213,0.405,0.595
2214,0.559875,0.440125
2215,0.374625,0.625375
2216,0.617625,0.382375
2217,0.676,0.324
2218,0.039,0.961
2219,0.8275,0.1725
2220,0.823375,0.176625
2221,0.532625,0.467375
2222,0.37325,0.62675
2223,0.314875,0.685125
2224,0.247375,0.752625
2225,0.698875,0.301125
2226,0.6815,0.3185
2227,0.23175,0.76825
2228,0.055875,0.944125
2229,0.347875,0.652125
2230,0.371375,0.628625
2231,0.17425,0.82575
2232,0.327,0.673
2233,0.669125,0.330875
2234,0.527375,0.472625
2235,0.08675,0.91325
2236,0.292625,0.707375
2237,0.676625,0.323375
2238,0.86975,0.13025
2239,0.215375,0.784625
2240,0.208125,0.791875
2241,0.7435,0.2565
2242,0.84325,0.15675
2243,0.293375,0.706625
2244,0.27125,0.72875
2245,0.244,0.756
2246,0.3365,0.6635
2247,0.625,0.375
2248,0.995,0.005
2249,0.104125,0.895875
2250,0.340375,0.659625
2251,0.130625,0.869375
2252,0.76,0.24
2253,0.936625,0.063375
2254,0.57275,0.42725
2255,0.564125,0.435875
2256,0.411,0.589
2257,0.1745,0.8255
2258,0.548625,0.451375
2259,0.333875,0.666125
2260,0.627375,0.372625
2261,0.811375,0.188625
2262,0.39325,0.60675
2263,0.826,0.174
2264,0.571625,0.428375
2265,0.7365,0.2635
2266,0.19375,0.80625
2267,0.376625,0.623375
